8,327,50,Klinikum Landkreis Tuttlingen,Standort Tuttlingen,Zeppelinstraße,21,78532,tuttlingen,07461 97-0,info@klinikum-tut.de,www.klinikum-tut.de,1,Klinikum Landkreis Tuttlingen gGmbH,2,1,2,2,2,2,2,303,,34.0,57.0,,,,71.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45.0,,51.0,,,,,,,3.0,,,,,,,,,,,,,,,,,,,30.0,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,tuttlingen,47.9844315,8.8186606,3,14
8,327,50,Zentrum für Psychiatrie Reichenau,Ambulanz Tuttlingen,Freiburgstraße,44,78532,tuttlingen,07531 977-0,info@zfp-reichenau.de,www.zfp-reichenau.de,1,Zentrum für Psychiatrie Reichenau,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tuttlingen,47.9844315,8.8186606,3,14
8,335,43,Herz-Zentrum Bodensee,Herz-Zentrum Bodensee,Luisenstraße,9a,78464,konstanz,07531 897-0,info@herz-zentrum.com,www.herz-zentrum.com,3,Herz-Zentrum Bodensee GmbH,4,1,2,2,2,2,1,52,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,konstanz,47.659216,9.1750718,1,16
8,335,43,Klinikum Konstanz,Klinikum Konstanz,Mainaustraße,35,78464,konstanz,07531 801-0,kontakt@klinikum-konstanz.de,www.klinikum-konstanz.de,1,Klinikum Konstanz GmbH,2,2,1,1,2,2,2,380,127.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,,,,,,,,,,6.0,,,,49.0,,,,,,59.0,,,,39.0,,,,6.0,,,,,,,,,1.0,,,,,30.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,10.0,,,,,,11.0,,,,,,,,,,,,,,,,,,,4.0,,,,,,,konstanz,47.659216,9.1750718,1,16
8,335,43,Zentrum für Psychiatrie Reichenau,Satellit (TAZ) Konstanz,Luisenstraße,7,78464,konstanz,07531 977-0,info@zfp-reichenau.de,www.zfp-reichenau.de,1,Zentrum für Psychiatrie Reichenau,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,konstanz,47.659216,9.1750718,1,16
8,336,50,Kliniken des Landkreises Lörrach,Kreiskrankenhaus Lörrach,Spitalstraße,25,79539,lörrach,07621 416-0,info@klinloe.de,www.klinloe.de,1,Kliniken des Landkreises Lörrach GmbH,2,2,2,2,2,2,2,324,153.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,,59.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31.0,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,lörrach,47.6120896,7.6607218,0,8
8,336,50,Oberberg Tagesklinik Lörrach,Oberberg Tagesklinik Lörrach,Georges-Köhler-Straße,2,79539,lörrach,076211548428-0,info@oberbergkliniken.de,www.oberbergkliniken.de/,3,Oberberg Tageskliniken GmbH,4,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lörrach,47.6120896,7.6607218,0,8
8,336,50,St. Elisabethen-Krankenhaus Lörrach,Hauptstandort ELI,Feldbergstraße,15,79539,lörrach,07621 171-0,info@elikh.de,www.elikh.de,2,St. Elisabethen-Krankenhaus gGmbH,2,3,2,1,2,2,2,195,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,20.0,,,,,,,,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,94.0,,,,,,19.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lörrach,47.6120896,7.6607218,0,8
8,336,50,St. Elisabethen-Krankenhaus Lörrach,Standort KJP,Markus-Pflüger-Straße,12,79539,lörrach,07621 171-0,info@elikh.de,www.elikh.de,2,St. Elisabethen-Krankenhaus gGmbH,2,0,2,2,2,2,2,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lörrach,47.6120896,7.6607218,0,8
8,336,50,Zentrum für Psychiatrie Emmendingen Tagesklinik Lörrach,Psychiatrische Tagesklinik Lörrach,Riesstraße,14,79539,lörrach,07621 422596-0,ptk-loerrach@zfp-emmendingen.de,www.zfp-emmendingen.de,1,Zentrum für Psychiatrie Emmendingen,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,lörrach,47.6120896,7.6607218,0,8
8,415,61,Klinik im Kronprinzenbau,Klinik im Kronprinzenbau,Listplatz,1,72764,reutlingen,07121 3125-0,team@kronprinzenbau-klinik.de,www.kronprinzenbau-klinik.de,3,"Klinik und Praxis Dr. Albrecht,Gühring,Baacke GbR",3,0,2,2,2,2,2,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reutlingen,48.4919508,9.2114144,7,17
8,415,61,Klinikum am Steinenberg/Ermstalklinik,Klinikum am Steinenberg Reutlingen,Steinenbergstraße,31,72764,reutlingen,07121 200-0,info@klin-rt.de,www.kreiskliniken-reutlingen.de,1,Kreiskliniken Reutlingen GmbH,2,3,2,1,2,2,2,515,99.0,,,,,,,9.0,,,,,,,,,,,,,62.0,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,48.0,20.0,28.0,,,,,,,,,,,33.0,,,,,56.0,,,,,,4.0,,33.0,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,reutlingen,48.4919508,9.2114144,7,17
8,415,61,PP.rt Klinik für Psychiatrie und Psychosomatik,Standort Haus Dietrich Bonhoeffer,Wörthstraße,52 1,72764,reutlingen,07121 9200-0,info@pprt.de,www.pprt.de,2,Gemeinnützige Gesellschaft für Psychiatrie Reutlingen mbH,2,0,2,2,1,2,2,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,137.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reutlingen,48.4919508,9.2114144,7,17
8,415,61,Universitätsklinikum Tübingen,Tagesklinik KJP Reutlingen,Lindachstraße,43,72764,reutlingen,07071 29-0,info@uni-tuebingen.de,www.uni-tuebingen.de,1,Universitätsklinikum Tübingen,1,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reutlingen,48.4919508,9.2114144,7,17
8,416,41,BG Klinik Tübingen,BG Klinik Tübingen,Schnarrenbergstraße,95,72076,tübingen,07071 606-0,info@bgu-tuebingen.de,www.bgu-tuebingen.de,2,BG Kliniken Ludwigshafen und Tübingen gGmbH,2,2,1,2,2,2,2,340,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,,,48.0,,,,,,,,,,,39.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,17.0,,,,,,,,,,,,,,,,,,,,,,,,,tübingen,48.5203263,9.053596,7,16
8,416,41,Loretto Klinik,Loretto Klinik,Katharinenstr.,10,72072,tübingen,07071 369155,info@lorettoklinik.de,www.lorettoklinik.de,3,Loretto Klinik GmbH,4,0,2,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tübingen,48.5203263,9.053596,7,16
8,416,41,Tropenklinik Paul-Lechler-Krankenhaus,Tropenklinik Paul-Lechler-Krankenhaus,Paul-Lechler-Straße,26,72076,tübingen,07071 206-0,info@tropenklinik.de,www.tropenklinik.de,2,Tropenklinik Paul Lechler Krankenhaus gGmbH,2,0,2,2,1,2,2,90,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,tübingen,48.5203263,9.053596,7,16
8,416,41,Universitätsklinikum Tübingen,Hauptstandort,Hoppe-Seyler-Straße,3,72076,tübingen,07071 29-0,info@uni-tuebingen.de,www.uni-tuebingen.de,1,Universitätsklinikum Tübingen,1,3,2,2,2,2,2,1468,300.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,,,,,,,,,,,14.0,,50.0,34.0,,,84.0,,,,,,,,,,,46.0,,,47.0,,,,,,,,,40.0,36.0,,,,114.0,,,,,,62.0,73.0,83.0,,,,,182.0,,,,,,,,,,,,,42.0,,,,,,,10.0,,30.0,,,89.0,,,,40.0,,,,,,,,,,,,,,20.0,,,,,,,,,,,tübingen,48.5203263,9.053596,7,16
8,426,21,nova clinic,nova clinic,Eichendorffweg,5,88400,biberach,07351 4449-0,verwaltung@nova-clinic.de,www.nova-clinic.de,3,nova clinic GmbH & Co.KG,4,0,2,2,2,2,2,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,biberach,48.0984413,9.7899938,4,20
8,436,64,Oberschwabenklinik St. Elisabethen-Klinikum Ravensburg,Oberschwabenklinik St. Elisabethen-Klinikum Ravensburg,Elisabethenstraße,15,88212,ravensburg,0751 87-0,info@oberschwabenklinik.de,www.oberschwabenklinik.de,1,Oberschwabenklinik gGmbH,2,3,2,2,2,2,2,542,80.0,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,,,,,,,,49.0,,,,,,,,,,,,,,16.0,,,,37.0,,,,,,,,,,,42.0,28.0,2.0,,,,,,,,,,21.0,72.0,,,,39.0,,,,,,21.0,,43.0,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,2.0,,12.0,,,,16.0,,,,,,,,,,,,,,,,,,,,ravensburg,47.7811014,9.612468,2,19
8,436,64,ZfP Südwürttemberg Weissenau,Krankenhaus Weissenau,Weingartshofer Straße,2,88214,ravensburg,0751 7601-0,info@zfp-zentrum.de,www.zfp-web.de,1,ZfP Südwürttemberg,2,0,2,2,1,2,2,309,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,,,,192.0,,,,,,,,,,,,,64.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ravensburg,47.7811014,9.612468,2,19
8,436,64,ZfP Südwürttemberg Weissenau,Satellit Ravensburg,Nikolausstraße,14,88212,ravensburg,0751 7601-0,info@zfp-zentrum.de,www.zfp-web.de,1,ZfP Südwürttemberg,2,0,2,2,1,2,2,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ravensburg,47.7811014,9.612468,2,19
8,436,64,ZfP Südwürttemberg Weissenau,Ambulanz Ravensburg,Gartenstraße,3,88212,ravensburg,0751 7601-0,info@zfp-zentrum.de,www.zfp-web.de,1,ZfP Südwürttemberg,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ravensburg,47.7811014,9.612468,2,19
8,437,104,SRH Kliniken Landkreis Sigmaringen,SRH Krankenhaus Sigmaringen,Hohenzollernstr.,40,72488,sigmaringen,07571 100-0,info@klksig.de,www.kliniken-sigmaringen.de,1,SRH Kliniken Landkreis Sigmaringen GmbH,2,2,1,2,1,1,1,368,91.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,,,,,,,,,,,,,,,,32.0,,,,,37.0,,,,,,2.0,,38.0,,,,,76.0,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,,,,,,,,,,,sigmaringen,48.0855844,9.2178879,4,17
9,161,0,AMEOS Klinikum St. Elisabeth Neuburg,Kliniken St. Elisabeth Außenstelle Klinikum Ingolstadt,Krumenauerstr.,25,85049,ingolstadt,08431 54-0,,,2,KJF Klinik St. Elisabeth gGmbH,2,0,2,1,2,2,2,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,Danuvius Klinik GmbH,Danuvius Klinik Ingolstadt,Preysingstr.,3-5,85049,ingolstadt,0841 9339-0,info@danuviusklinik.de,www.danuviusklinik.de,3,Danuvius Klinik GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,kbo-Heckscher-Klinikum gemeinnützige GmbH München,kbo-Heckscher-Klinikum Abteilung Ingolstadt,Münchener Str.,135,85051,ingolstadt,089 9999-0,info.hek-mdh@kbo.de,www.kbo-heckscher-klinikum.de,1,kbo-Heckscher-Klinikum gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,Klinik Dr. Maul GmbH,Klinik Dr. Maul GmbH,Östliche Ringstr.,4,85049,ingolstadt,0841 9358-0,krankenhaus@klinik-dr-maul.de,www.klinik-dr-maul.de,3,Klinik Dr. Maul GmbH,2,0,2,2,1,2,2,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,Klinikum Ingolstadt GmbH,Klinikum Ingolstadt,Krumenauerstr.,25,85049,ingolstadt,0841 880-0,info@klinikum-ingolstadt.de,www.klinikum-ingolstadt.de,1,Klinikum Ingolstadt GmbH,2,2,2,2,2,2,2,1103,19.0,,,,,,,,,,,,,,,,34.0,,,,91.0,19.0,,,,,,,,,,105.0,,,42.0,,,,,,,,,,,,,,,,,,14.0,,,43.0,,,,,,,,,,113.0,35.0,25.0,,,,,,,,,,,54.0,,,,,72.0,,,,,,2.0,1.0,71.0,,,,,280.0,,,,,,,,,,,,,,,,25.0,,,,,,,,,,,,1.0,24.0,,,,,,,,,,,,,,21.0,,,10.0,2.0,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,Klinikum Ingolstadt GmbH,Klinikum Ingolstadt Tagesklinisches Zentrum Münchener Str.,Münchener Str.,135,85051,ingolstadt,0841 880-0,info@klinikum-ingolstadt.de,www.klinikum-ingolstadt.de,1,Klinikum Ingolstadt GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,161,0,Privatklinik Ingolstadt,Privatklinik Ingolstadt,Am Westpark,1,85057,ingolstadt,,,,3,Dr. med. Michaela Hassmann Hans Jörg Wiening Dr. med. Peter Kai Schrittenloher,4,0,2,2,2,2,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ingolstadt,48.7630165,11.4250395,9,29
9,171,111,InnKlinikum gKU Altötting und Mühldorf,InnKlinikum Altötting und Mühldorf - Klinik Altötting,Vinzenz-von-Paul-Str.,10,84503,altötting,08671 509-0,info@krk-aoe.de,www.diekreiskliniken.de,1,InnKlinikum gKU Altötting und Mühldorf AöR,2,2,2,1,2,2,2,407,92.0,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,36.0,,,,,,,,,,,,,,9.0,,,,53.0,,,,,,,,,,60.0,,25.0,,,,,,,,,,,30.0,,,,,54.0,,,,,,,,20.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,altötting,48.2268085,12.6757914,5,36
9,171,111,kbo-Inn-Salzach-Klinikum gGmbH,kbo-Inn-Salzach-Klinikum gGmbH Klinikum Altötting,Vinzenz-von-Paul-Str.,8,84503,altötting,08071 71-0,info@iskl.de,www.iskl.de,1,kbo-Inn-Salzach-Klinikum gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,altötting,48.2268085,12.6757914,5,36
9,171,111,Zentrum für Kinder und Jugendliche Inn-Salzach e.V.,Zentrum für Kinder und Jugendliche Inn-Salzach eV,Vinzenz-von-Paul-Str.,14,84503,altötting,08671 509900,mail@kinderzentrum.de,www.kinderzentrum.de,2,Zentrum für Kinder und Jugendliche Inn-Salzach e.V.,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,altötting,48.2268085,12.6757914,5,36
9,174,115,Helios Amper-Klinikum Dachau,Helios Amper-Klinikum Dachau,Krankenhausstr.,15,85221,dachau,08131 76-0,info.dachau@helios-kliniken.de,www.helios-kliniken.de,3,Amper Kliniken AG,2,2,2,2,2,2,2,435,,,,,,,,,,,,,,,,,,,,,81.0,,,,,,,,,,,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,42.0,20.0,49.0,,,,,,,,,,,16.0,,,,,42.0,,,,,,32.0,,37.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,dachau,48.2592477,11.4354419,5,29
9,174,115,HELIOS Privatklinik Dachau,HELIOS Privatklinik Dachau,Krankenhausstr.,15,85221,dachau,,,,3,HELIOS Privatkliniken GmbH,4,0,2,2,2,2,2,18,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,1.0,2.0,1.0,,,,,,,,,,,2.0,,,,,1.0,,,,,,2.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dachau,48.2592477,11.4354419,5,29
9,174,115,"kbo-Isar-Amper-Klinikum gGmbH, Klinikum München Ost",kbo-Isar-Amper-Klinikum Tagesklinik Dachau,Hochstr.,27,85221,dachau,089 4562-0,kontakt@iak-kmo.de,www.iak-kmo.de,1,kbo-Isar-Amper-Klinikum gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,dachau,48.2592477,11.4354419,5,29
9,175,115,kbo-Inn-Salzach-Klinikum gGmbH,kbo-Inn-Salzach-Klinikum gGmbH Klinikum Ebersberg,von-Scala-Str.,1,85560,ebersberg,08071 71-0,info@iskl.de,www.iskl.de,1,kbo-Inn-Salzach-Klinikum gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ebersberg,48.0782763,11.9694372,4,32
9,175,115,Kreisklinik Ebersberg gGmbH,Kreisklinik Ebersberg gGmbH,Pfarrer-Guggetzer-Str.,3,85560,ebersberg,08092 82-0,klinikleitung@klinik-ebe.de,www.klinik-ebe.de,1,Kreisklinik Ebersberg gemeinnützige GmbH,2,1,2,2,2,2,2,328,167.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,,66.0,,,5.0,,,,,,,,,,20.0,,,,,12.0,,,,,12.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,ebersberg,48.0782763,11.9694372,4,32
9,176,123,Kliniken im Naturpark Altmühltal,Kliniken im Naturpark Altmühltal Klinik Eichstätt,Ostenstr.,31,85072,eichstätt,08421 601-5500,info@kliniken-naturpark-altmuehltal.de,www.kliniken-naturpark-altmuehltal/.com,1,"Kliniken im Naturpark Altmühltal, KU des Landkreises Eichstätt, AöR",2,1,2,2,2,2,2,152,,20.0,33.0,,,,27.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,8.0,,19.0,,,,,,,,,,,,,,,5.0,,,,,10.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,eichstätt,48.8933417,11.1838965,10,28
9,177,117,Klinikum Landkreis Erding,Klinikum Landkreis Erding Klinikum Erding,Bajuwarenstr.,5,85435,erding,08122 59-0,info@kkh-erding.de,www.kkh-erding.de,1,Landkreis Erding,2,1,2,2,2,2,2,288,90.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111.0,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,48.0,,,,,,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,,,,,,,,,,,,,,,,,,,,,,erding,48.3064441,11.9076579,5,32
9,178,124,kbo-Isar-Amper-Klinikum gGmbH,kbo-Isar-Amper-Klinikum gGmbH Tagesklinik Freising,Gute Änger,13,85356,freising,,,,1,kbo-Isar-Amper-Klinikum gemeinnützige GmbH,2,0,2,2,2,2,2,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,freising,48.4008273,11.7439565,6,31
9,178,124,Klinikum Freising GmbH,Klinikum Freising GmbH,Alois-Steinecker-Str.,18,85354,freising,08161 24-3000,info@klinikum-freising.de,www.klinikum-freising.de,1,Landkreis Freising,2,2,2,2,2,2,2,353,,,,,,,,,,,,,,,,,,,,,92.0,,,,20.0,,,,,,,60.0,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,15.0,,,,44.0,,,,,,,,,,,,,5.0,,,,,25.0,,,,,,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,,,10.0,,,,,,,,freising,48.4008273,11.7439565,6,31
