Altersjahre,Baden-Württemberg,Bayern,Berlin,Brandenburg,Bremen,Hamburg,Hessen,Mecklenburg-Vorpommern,Niedersachsen,Nordrhein-Westfalen,Rheinland-Pfalz,Saarland,Sachsen,Sachsen-Anhalt,Schleswig-Holstein,Thüringen,Insgesamt
77-Jährige,99373.0,115130.0,30938.0,28286.0,6589.0,15482.0,56358.0,18369.0,79464.0,173351.0,39538.0,11363.0,47178.0,26813.0,30474.0,24471.0,803177.0
78-Jährige,93691.0,106961.0,28633.0,26728.0,6256.0,14460.0,53170.0,17289.0,73547.0,162408.0,37599.0,10995.0,45294.0,25249.0,28095.0,23171.0,753546.0
79-Jährige,86860.0,98252.0,26937.0,25304.0,5696.0,13736.0,49039.0,16340.0,68079.0,152270.0,34876.0,9677.0,43640.0,23582.0,25748.0,21456.0,701492.0
80-Jährige,75842.0,87611.0,24149.0,22249.0,5054.0,11475.0,43639.0,14661.0,60021.0,137659.0,30948.0,8062.0,38691.0,21103.0,22377.0,19169.0,622710.0
81-Jährige,60861.0,70618.0,16466.0,16298.0,3656.0,8489.0,33714.0,11234.0,45161.0,103914.0,23973.0,6692.0,28987.0,16004.0,16063.0,14337.0,476467.0
82-Jährige,57111.0,67558.0,14766.0,15352.0,3537.0,7831.0,31389.0,10735.0,42800.0,98404.0,22658.0,6558.0,26900.0,15094.0,14704.0,13709.0,449106.0
83-Jährige,54564.0,63180.0,14242.0,14281.0,3353.0,7669.0,30046.0,9682.0,41601.0,94300.0,22001.0,6209.0,26383.0,14286.0,14136.0,12783.0,428716.0
84-Jährige,52802.0,61130.0,13948.0,13847.0,3295.0,7679.0,29900.0,9071.0,40611.0,93409.0,21493.0,5758.0,26537.0,13821.0,13559.0,12843.0,419703.0
85-Jährige,47421.0,54850.0,12648.0,11939.0,3036.0,7045.0,27144.0,7892.0,36141.0,83528.0,19250.0,5176.0,24054.0,12130.0,12372.0,11078.0,375704.0
86-Jährige,42603.0,49364.0,10926.0,10385.0,2840.0,6538.0,24398.0,6737.0,32912.0,75031.0,17505.0,4557.0,21026.0,10851.0,11486.0,10016.0,337175.0
87-Jährige,35786.0,42109.0,9154.0,8404.0,2418.0,5455.0,20898.0,5477.0,28506.0,63042.0,14868.0,3943.0,17091.0,8675.0,9638.0,8305.0,283769.0
88-Jährige,31645.0,37182.0,8267.0,7033.0,2102.0,4939.0,18686.0,4514.0,24350.0,54315.0,13197.0,3313.0,15424.0,7343.0,8365.0,7180.0,247855.0
89-Jährige,27471.0,32039.0,7112.0,5897.0,1765.0,4359.0,16206.0,3814.0,21849.0,46679.0,11131.0,2821.0,12755.0,6245.0,7575.0,5957.0,213675.0
90 Jahre und mehr,88489.0,103621.0,25425.0,18595.0,6504.0,15585.0,53070.0,11250.0,69554.0,147185.0,35170.0,9175.0,42290.0,19777.0,25428.0,18300.0,689418.0
Insgesamt,10716644.0,12691568.0,3469849.0,2457872.0,661888.0,1762791.0,6093888.0,1599138.0,7826739.0,17638098.0,4011582.0,989035.0,4055274.0,2235548.0,2830864.0,2156759.0,81197537.0
31.12.2015,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,101417.0,118832.0,37867.0,19584.0,6447.0,19521.0,57433.0,13461.0,68045.0,162430.0,35387.0,7608.0,36888.0,17793.0,23781.0,18227.0,744721.0
1-Jährige,99912.0,117017.0,37382.0,20714.0,6338.0,18760.0,56303.0,13279.0,69445.0,161187.0,34976.0,7586.0,37043.0,17846.0,23782.0,18508.0,740078.0
2-Jährige,96971.0,114022.0,35075.0,20144.0,5843.0,17661.0,54505.0,13209.0,67120.0,154524.0,34039.0,7175.0,36148.0,17670.0,23263.0,18239.0,715608.0
3-Jährige,95706.0,112941.0,34882.0,20810.0,5750.0,16951.0,54325.0,13391.0,66819.0,155104.0,33678.0,7266.0,36285.0,17790.0,23848.0,18211.0,713757.0
4-Jährige,94410.0,109447.0,32946.0,20662.0,5417.0,15970.0,54174.0,13276.0,66000.0,151458.0,33710.0,7477.0,35723.0,17494.0,23189.0,18029.0,699382.0
5-Jährige,97123.0,111065.0,33056.0,21571.0,5698.0,16203.0,54943.0,13978.0,68400.0,156020.0,34289.0,7461.0,36293.0,17868.0,24489.0,18406.0,716863.0
6-Jährige,96126.0,109365.0,31939.0,21319.0,5669.0,15716.0,54029.0,13722.0,67846.0,153569.0,33563.0,7348.0,35167.0,17653.0,24043.0,17642.0,704716.0
7-Jährige,98522.0,112333.0,31887.0,21914.0,5645.0,15911.0,55355.0,13742.0,69938.0,158952.0,34882.0,7612.0,35478.0,18240.0,24825.0,18130.0,723366.0
8-Jährige,99123.0,112429.0,30916.0,21412.0,5830.0,15607.0,55404.0,13272.0,70318.0,158770.0,34841.0,7553.0,34547.0,17541.0,25239.0,17650.0,720452.0
9-Jährige,97973.0,110271.0,29360.0,20514.0,5656.0,15202.0,54289.0,12872.0,69885.0,157582.0,34109.0,7514.0,32912.0,16869.0,24860.0,16649.0,706517.0
10-Jährige,100143.0,112442.0,28536.0,20270.0,5540.0,15249.0,55592.0,12523.0,71564.0,160073.0,34900.0,7786.0,33010.0,17100.0,25021.0,16950.0,716699.0
11-Jährige,102419.0,115352.0,28589.0,20601.0,5522.0,15088.0,56337.0,13101.0,74403.0,164490.0,35809.0,7914.0,33268.0,17068.0,26271.0,17466.0,733698.0
12-Jährige,102907.0,116500.0,27359.0,20539.0,5603.0,14711.0,56054.0,12855.0,74812.0,165961.0,36439.0,7923.0,32181.0,16581.0,26541.0,17015.0,733981.0
13-Jährige,104999.0,118664.0,27271.0,20238.0,5561.0,14559.0,56969.0,12619.0,77573.0,169577.0,37118.0,8266.0,31596.0,17113.0,27210.0,16958.0,746291.0
14-Jährige,107522.0,121837.0,27066.0,20161.0,5891.0,14747.0,58476.0,12894.0,80596.0,174167.0,38519.0,8594.0,31685.0,17309.0,28173.0,17360.0,764997.0
15-Jährige,113265.0,128397.0,27712.0,21241.0,6133.0,15257.0,61453.0,13143.0,84936.0,182964.0,40678.0,9073.0,32782.0,17810.0,29882.0,17489.0,802215.0
16-Jährige,115527.0,132556.0,27213.0,20910.0,6434.0,15520.0,62451.0,12606.0,85971.0,185148.0,41319.0,9453.0,31225.0,17336.0,30604.0,17021.0,811294.0
17-Jährige,119220.0,137301.0,27551.0,20354.0,6832.0,16141.0,64138.0,12309.0,88649.0,191493.0,43008.0,9734.0,29921.0,16772.0,30822.0,16797.0,831042.0
18-Jährige,126665.0,141935.0,28964.0,19723.0,7049.0,17185.0,68304.0,12585.0,93101.0,203976.0,46159.0,10543.0,30261.0,17070.0,32583.0,17068.0,873171.0
19-Jährige,127979.0,142313.0,30387.0,18317.0,7335.0,17951.0,67920.0,12177.0,91717.0,204105.0,45772.0,10636.0,30200.0,16794.0,32407.0,16232.0,872242.0
20-Jährige,128729.0,143351.0,32494.0,16429.0,7582.0,18146.0,67531.0,11280.0,90188.0,202649.0,44854.0,10295.0,29135.0,16082.0,30668.0,15446.0,864859.0
21-Jährige,131367.0,147364.0,34648.0,15225.0,8141.0,19860.0,69649.0,10651.0,90827.0,208131.0,46043.0,10682.0,28937.0,15839.0,30752.0,14798.0,882914.0
22-Jährige,135895.0,155642.0,37182.0,14767.0,8717.0,21099.0,71847.0,11003.0,92936.0,216883.0,48029.0,11280.0,29804.0,16185.0,31351.0,15435.0,918055.0
23-Jährige,137890.0,158687.0,40826.0,15420.0,9072.0,22632.0,73262.0,12009.0,92793.0,220159.0,49030.0,11569.0,31847.0,17370.0,31324.0,16693.0,940583.0
24-Jährige,141956.0,163683.0,45326.0,17661.0,9560.0,24791.0,76212.0,13658.0,93882.0,225862.0,50002.0,12022.0,37049.0,19199.0,32032.0,18572.0,981467.0
25-Jährige,149609.0,173123.0,56233.0,25920.0,10087.0,27751.0,81056.0,20047.0,98463.0,235525.0,51834.0,12391.0,52540.0,26966.0,33559.0,26404.0,1081508.0
26-Jährige,146200.0,169632.0,59825.0,27111.0,10115.0,28371.0,80804.0,20649.0,95549.0,228425.0,50237.0,12032.0,54217.0,27464.0,32258.0,26718.0,1069607.0
27-Jährige,149374.0,174214.0,62883.0,28219.0,10447.0,30343.0,82226.0,21430.0,97825.0,233459.0,51314.0,12302.0,55386.0,28370.0,33131.0,28154.0,1099077.0
28-Jährige,143883.0,169688.0,63365.0,28802.0,10006.0,30170.0,80162.0,21732.0,95396.0,227750.0,49660.0,12119.0,56334.0,28048.0,32223.0,28113.0,1077451.0
29-Jährige,143143.0,169329.0,62662.0,28201.0,9802.0,30101.0,79165.0,20789.0,93097.0,224070.0,48637.0,12048.0,53547.0,26962.0,31205.0,27280.0,1060038.0
30-Jährige,138310.0,162833.0,61313.0,28943.0,9347.0,29365.0,76387.0,20640.0,89698.0,215686.0,46630.0,11335.0,53988.0,26674.0,30223.0,26911.0,1028283.0
31-Jährige,137770.0,163365.0,60049.0,28614.0,9079.0,29588.0,77598.0,20130.0,88675.0,214080.0,46665.0,11218.0,52841.0,26658.0,30221.0,26863.0,1023414.0
32-Jährige,137194.0,164672.0,59181.0,29004.0,9312.0,29354.0,77034.0,20238.0,89646.0,214736.0,46850.0,11402.0,53034.0,26860.0,30758.0,26999.0,1026274.0
33-Jährige,140365.0,169071.0,59422.0,29875.0,9383.0,29493.0,79723.0,20499.0,91626.0,220166.0,48210.0,11575.0,53680.0,26469.0,32195.0,27468.0,1049220.0
34-Jährige,139652.0,168707.0,58051.0,29633.0,8772.0,29596.0,79453.0,19727.0,91947.0,218161.0,48367.0,11465.0,51938.0,26212.0,32301.0,26687.0,1040669.0
35-Jährige,140381.0,168001.0,56985.0,31001.0,8739.0,29185.0,79971.0,20226.0,92586.0,219393.0,47678.0,11443.0,52945.0,26840.0,33084.0,27507.0,1045965.0
36-Jährige,132219.0,160740.0,52910.0,30058.0,8251.0,27160.0,77070.0,19603.0,88641.0,208010.0,45879.0,10828.0,50953.0,25631.0,31557.0,26175.0,995685.0
37-Jährige,129262.0,158360.0,50340.0,30230.0,8012.0,26351.0,76173.0,19555.0,88356.0,205630.0,45251.0,10503.0,51057.0,25626.0,31753.0,25351.0,981810.0
38-Jährige,128783.0,157801.0,48636.0,29396.0,7972.0,25713.0,75352.0,18938.0,88037.0,206311.0,44919.0,10680.0,49636.0,24610.0,31780.0,24964.0,973528.0
39-Jährige,129013.0,155764.0,46471.0,26909.0,8056.0,25279.0,75457.0,16581.0,88624.0,207124.0,44426.0,10249.0,44346.0,22067.0,32028.0,22362.0,954756.0
40-Jährige,126748.0,153489.0,44169.0,25818.0,7861.0,23839.0,73601.0,15650.0,86913.0,202100.0,44030.0,10012.0,42349.0,21026.0,31444.0,21404.0,930453.0
41-Jährige,129771.0,155844.0,42899.0,25391.0,7677.0,23837.0,74945.0,15444.0,89696.0,205182.0,44573.0,10212.0,41707.0,21655.0,31707.0,22254.0,942794.0
42-Jährige,129280.0,155332.0,41688.0,26003.0,7837.0,23138.0,75375.0,15844.0,91775.0,208032.0,45460.0,10251.0,42272.0,22559.0,32880.0,22958.0,950684.0
43-Jährige,140011.0,168092.0,43284.0,29067.0,8276.0,24150.0,80591.0,17442.0,100466.0,224937.0,49589.0,11362.0,46363.0,25904.0,35832.0,25905.0,1031271.0
44-Jährige,150908.0,181826.0,47470.0,34193.0,8849.0,25487.0,87203.0,20236.0,110709.0,246174.0,54627.0,12619.0,54191.0,30845.0,40350.0,29199.0,1134886.0
45-Jährige,156763.0,188966.0,48173.0,34792.0,9168.0,26150.0,91063.0,20621.0,116198.0,257727.0,57316.0,13056.0,54232.0,31078.0,42238.0,29789.0,1177330.0
46-Jährige,168329.0,204263.0,50301.0,36400.0,9813.0,27328.0,97973.0,21489.0,126067.0,282505.0,62205.0,14648.0,54530.0,32198.0,46933.0,30111.0,1265093.0
47-Jährige,176119.0,212802.0,52763.0,38506.0,10408.0,29179.0,102594.0,22939.0,132572.0,295568.0,65938.0,15666.0,55713.0,33099.0,50060.0,30740.0,1324666.0
48-Jährige,179934.0,217956.0,53022.0,40881.0,10516.0,29478.0,104301.0,24127.0,136773.0,303020.0,67785.0,16240.0,57519.0,34611.0,51923.0,31884.0,1359970.0
49-Jährige,184042.0,219940.0,55293.0,43861.0,10817.0,29622.0,106466.0,26037.0,139514.0,310157.0,70395.0,16978.0,61044.0,36144.0,52233.0,34102.0,1396645.0
50-Jährige,183231.0,218597.0,56890.0,45952.0,10837.0,28576.0,106577.0,27685.0,137860.0,308791.0,70628.0,17313.0,63490.0,37803.0,51357.0,35325.0,1400912.0
51-Jährige,186051.0,221503.0,57783.0,47861.0,10781.0,28908.0,107309.0,29160.0,138951.0,312748.0,72207.0,17834.0,66260.0,39527.0,52016.0,37318.0,1426217.0
52-Jährige,183675.0,218410.0,57444.0,49489.0,10552.0,27760.0,105514.0,30469.0,136873.0,306626.0,72138.0,17928.0,67158.0,40915.0,50396.0,38163.0,1413510.0
53-Jährige,177522.0,211551.0,54687.0,49056.0,10344.0,25865.0,101219.0,30414.0,132183.0,294011.0,70360.0,17816.0,65985.0,40443.0,48177.0,37767.0,1367400.0
54-Jährige,174144.0,208531.0,51936.0,48425.0,9871.0,24697.0,98692.0,30805.0,130658.0,288711.0,69981.0,18020.0,65839.0,40468.0,46948.0,39000.0,1346726.0
55-Jährige,168746.0,199534.0,49583.0,46555.0,9586.0,24029.0,94989.0,30155.0,125009.0,281837.0,67675.0,17303.0,63246.0,39339.0,44653.0,37157.0,1299396.0
56-Jährige,161653.0,192962.0,47425.0,45524.0,9371.0,22777.0,92145.0,29344.0,121307.0,274393.0,65476.0,17589.0,62777.0,38467.0,43448.0,37108.0,1261766.0
57-Jährige,153551.0,183147.0,43530.0,41702.0,9020.0,21578.0,87343.0,27682.0,114141.0,260122.0,61986.0,16866.0,58024.0,36143.0,40787.0,34522.0,1190144.0
58-Jährige,148997.0,177365.0,41825.0,40566.0,8964.0,20622.0,85075.0,26917.0,111768.0,253996.0,61272.0,16230.0,57734.0,35592.0,39678.0,34311.0,1160912.0
59-Jährige,144893.0,170189.0,40925.0,40303.0,8471.0,19626.0,81862.0,26971.0,107298.0,244417.0,58616.0,15571.0,58689.0,36066.0,37457.0,35068.0,1126422.0
60-Jährige,137030.0,160662.0,40396.0,40438.0,8236.0,18614.0,78296.0,27212.0,103073.0,234423.0,56643.0,14817.0,60612.0,36851.0,36377.0,35216.0,1088896.0
61-Jährige,132394.0,156514.0,39820.0,39740.0,8026.0,18054.0,76455.0,27054.0,100889.0,228963.0,55559.0,14983.0,59944.0,36072.0,36069.0,34561.0,1065097.0
62-Jährige,126733.0,150116.0,38982.0,39062.0,7693.0,17121.0,72756.0,26503.0,97273.0,217394.0,53886.0,14621.0,60285.0,36134.0,34660.0,34424.0,1027643.0
63-Jährige,126272.0,150331.0,38218.0,38032.0,7672.0,17330.0,73213.0,25758.0,97941.0,214293.0,53362.0,14276.0,61212.0,35848.0,34400.0,34097.0,1022255.0
64-Jährige,122094.0,145210.0,38630.0,36942.0,7709.0,16976.0,71619.0,24907.0,96400.0,206575.0,52175.0,13796.0,62485.0,34212.0,34583.0,33852.0,998165.0
65-Jährige,122352.0,146170.0,40142.0,34549.0,7645.0,17412.0,73211.0,23158.0,96670.0,205467.0,52586.0,13946.0,59890.0,33465.0,34821.0,32060.0,993544.0
66-Jährige,119744.0,142314.0,37401.0,29349.0,7667.0,17357.0,72529.0,19926.0,95319.0,204304.0,50680.0,14215.0,52305.0,29706.0,34675.0,28452.0,955943.0
67-Jährige,109983.0,135241.0,34132.0,25242.0,7144.0,16806.0,67833.0,17154.0,87799.0,186045.0,43700.0,12180.0,41778.0,25067.0,33844.0,24507.0,868455.0
68-Jährige,101842.0,131649.0,31888.0,24009.0,6830.0,16123.0,63298.0,15927.0,79953.0,170705.0,38558.0,9845.0,41622.0,24350.0,31330.0,23278.0,811207.0
69-Jährige,88722.0,115840.0,24771.0,16131.0,6696.0,14883.0,54012.0,10507.0,74193.0,155618.0,34306.0,7983.0,31167.0,19569.0,29286.0,19051.0,702735.0
70-Jährige,75832.0,92828.0,27846.0,19095.0,5340.0,13182.0,44688.0,11251.0,58496.0,130306.0,28567.0,7337.0,36609.0,19833.0,24072.0,17852.0,613134.0
71-Jährige,98275.0,119693.0,36362.0,28250.0,6619.0,16585.0,59203.0,16733.0,77817.0,168122.0,37297.0,9855.0,53011.0,27572.0,31706.0,25714.0,812814.0
72-Jährige,98643.0,118997.0,38162.0,30034.0,6824.0,16605.0,58294.0,18109.0,79705.0,167395.0,36954.0,9515.0,52056.0,28176.0,32539.0,25817.0,817825.0
73-Jährige,96435.0,114473.0,35835.0,28984.0,6752.0,15984.0,54993.0,17431.0,76514.0,161250.0,35706.0,9324.0,47805.0,27809.0,31041.0,23988.0,784324.0
74-Jährige,114984.0,138063.0,40952.0,35580.0,7521.0,18203.0,65488.0,21933.0,92182.0,190564.0,43993.0,11856.0,58970.0,33457.0,37009.0,30341.0,941096.0
75-Jährige,119156.0,144889.0,38652.0,35164.0,7780.0,18382.0,69174.0,21852.0,94635.0,202574.0,47028.0,12237.0,59780.0,33785.0,36966.0,32261.0,974315.0
76-Jährige,115841.0,140821.0,35599.0,33715.0,7410.0,17419.0,66410.0,21837.0,91382.0,196275.0,45572.0,12301.0,57434.0,32184.0,35943.0,30815.0,940958.0
77-Jährige,106221.0,124841.0,32379.0,30216.0,7008.0,16090.0,59643.0,19895.0,85455.0,181663.0,41730.0,11158.0,51286.0,28413.0,33054.0,26383.0,855435.0
78-Jährige,96182.0,111378.0,29814.0,27386.0,6350.0,14883.0,54372.0,17703.0,76725.0,167036.0,38161.0,10923.0,45549.0,25746.0,29508.0,23544.0,775260.0
79-Jährige,90264.0,102908.0,27513.0,25721.0,6001.0,13885.0,51122.0,16633.0,70553.0,155880.0,36114.0,10527.0,43529.0,24066.0,27018.0,22196.0,723930.0
80-Jährige,83173.0,93928.0,25631.0,24220.0,5431.0,13068.0,46857.0,15576.0,65093.0,145054.0,33249.0,9179.0,41763.0,22417.0,24643.0,20374.0,669656.0
81-Jährige,72157.0,83303.0,22863.0,21138.0,4789.0,10859.0,41435.0,13871.0,56963.0,130289.0,29314.0,7607.0,36822.0,19867.0,21305.0,18093.0,590675.0
82-Jährige,57566.0,66587.0,15533.0,15309.0,3457.0,8001.0,31749.0,10546.0,42508.0,97596.0,22538.0,6284.0,27347.0,14901.0,15077.0,13414.0,448413.0
83-Jährige,53548.0,63071.0,13814.0,14384.0,3286.0,7297.0,29298.0,9991.0,39988.0,91741.0,21110.0,6052.0,25093.0,13962.0,13741.0,12748.0,419124.0
84-Jährige,50617.0,58481.0,13222.0,13205.0,3112.0,7105.0,27770.0,8945.0,38493.0,87140.0,20282.0,5714.0,24438.0,13085.0,13178.0,11757.0,396544.0
85-Jährige,48515.0,55936.0,12794.0,12709.0,3005.0,7013.0,27363.0,8275.0,37134.0,85333.0,19629.0,5210.0,24301.0,12503.0,12462.0,11624.0,383806.0
86-Jährige,42951.0,49468.0,11460.0,10899.0,2729.0,6379.0,24470.0,7096.0,32621.0,75323.0,17424.0,4627.0,21769.0,10878.0,11196.0,9897.0,339187.0
87-Jährige,38092.0,43921.0,9799.0,9316.0,2519.0,5863.0,21770.0,5969.0,29378.0,66841.0,15573.0,4052.0,18717.0,9495.0,10200.0,8900.0,300405.0
88-Jährige,31494.0,37035.0,8108.0,7423.0,2135.0,4782.0,18326.0,4809.0,25016.0,55352.0,13019.0,3428.0,15074.0,7538.0,8532.0,7176.0,249247.0
89-Jährige,27306.0,32125.0,7223.0,6113.0,1804.0,4256.0,16105.0,3906.0,21121.0,47022.0,11320.0,2804.0,13326.0,6254.0,7254.0,6116.0,214055.0
90 Jahre und mehr,91908.0,107376.0,26240.0,19710.0,6635.0,15987.0,54997.0,12065.0,72649.0,154159.0,36801.0,9471.0,43923.0,20524.0,26472.0,19174.0,718091.0
Insgesamt,10879618.0,12843514.0,3520031.0,2484826.0,671489.0,1787408.0,6176172.0,1612362.0,7926599.0,17865516.0,4052803.0,995597.0,4084851.0,2245470.0,2858714.0,2170714.0,82175684.0
31.12.2016,,,,,,,,,,,,,,,,,0.0
unter 1 Jahr,107119.0,125473.0,40523.0,21205.0,6914.0,21046.0,60647.0,13441.0,73909.0,172548.0,37540.0,8211.0,37803.0,18153.0,25417.0,18350.0,788299.0
1-Jährige,103739.0,121079.0,38200.0,20611.0,6654.0,19479.0,58813.0,13742.0,71110.0,166215.0,36378.0,7849.0,37402.0,18053.0,24756.0,18439.0,762519.0
2-Jährige,101539.0,118885.0,37590.0,21542.0,6407.0,18781.0,57312.0,13509.0,71108.0,163872.0,35881.0,7860.0,37374.0,18214.0,24700.0,18643.0,753217.0
3-Jährige,98495.0,115493.0,35450.0,20843.0,5925.0,17684.0,55477.0,13421.0,68538.0,156907.0,34758.0,7377.0,36420.0,17911.0,24139.0,18365.0,727203.0
4-Jährige,97120.0,114598.0,35259.0,21451.0,5844.0,17096.0,55301.0,13609.0,68164.0,157345.0,34389.0,7497.0,36538.0,18114.0,24597.0,18286.0,725208.0
5-Jährige,95713.0,110733.0,33120.0,21313.0,5485.0,16093.0,55099.0,13473.0,67235.0,153612.0,34295.0,7715.0,35984.0,17736.0,23968.0,18075.0,709649.0
6-Jährige,98214.0,112119.0,33139.0,22345.0,5774.0,16236.0,55928.0,14125.0,69693.0,157851.0,34776.0,7670.0,36443.0,18060.0,25177.0,18440.0,725990.0
7-Jährige,97316.0,110561.0,32322.0,21825.0,5784.0,15849.0,55078.0,13867.0,69042.0,155713.0,34062.0,7586.0,35360.0,17862.0,24715.0,17672.0,714614.0
8-Jährige,99864.0,113781.0,32325.0,22340.0,5770.0,16172.0,56354.0,13882.0,71134.0,161221.0,35496.0,7825.0,35698.0,18380.0,25494.0,18168.0,733904.0
9-Jährige,100368.0,113634.0,31329.0,21807.0,5980.0,15778.0,56315.0,13367.0,71484.0,160698.0,35266.0,7719.0,34679.0,17776.0,25880.0,17690.0,729770.0
10-Jährige,99094.0,111525.0,29761.0,20850.0,5747.0,15432.0,55203.0,12967.0,70945.0,159436.0,34533.0,7701.0,33113.0,16989.0,25512.0,16690.0,715498.0
11-Jährige,101273.0,113605.0,29018.0,20560.0,5654.0,15416.0,56444.0,12657.0,72535.0,161770.0,35259.0,7973.0,33115.0,17255.0,25587.0,16959.0,725080.0
12-Jährige,103396.0,116535.0,28896.0,20941.0,5638.0,15229.0,57165.0,13221.0,75299.0,165885.0,36168.0,8106.0,33468.0,17188.0,26792.0,17507.0,741434.0
13-Jährige,103975.0,117654.0,27758.0,20825.0,5759.0,14909.0,56803.0,12942.0,75699.0,167448.0,36815.0,8074.0,32333.0,16693.0,27102.0,17038.0,741827.0
14-Jährige,105988.0,119690.0,27758.0,20548.0,5651.0,14747.0,57750.0,12670.0,78455.0,171304.0,37540.0,8450.0,31813.0,17286.0,27751.0,16955.0,754356.0
15-Jährige,108750.0,123067.0,27758.0,20484.0,6058.0,15032.0,59350.0,13018.0,81663.0,176158.0,39022.0,8752.0,31992.0,17517.0,28796.0,17444.0,774861.0
16-Jährige,115227.0,129806.0,28738.0,21798.0,6381.0,15924.0,62737.0,13433.0,86447.0,186002.0,41487.0,9296.0,33414.0,18204.0,30578.0,17703.0,817175.0
17-Jährige,118148.0,133821.0,28608.0,21280.0,6952.0,16285.0,63756.0,12839.0,87948.0,189125.0,42373.0,9748.0,32117.0,17813.0,31543.0,17302.0,829658.0
18-Jährige,123194.0,139671.0,29726.0,20177.0,7500.0,17140.0,66204.0,12561.0,90164.0,195318.0,44273.0,10002.0,31099.0,17224.0,31545.0,16851.0,852649.0
19-Jährige,131850.0,147333.0,32711.0,19080.0,7915.0,18784.0,70986.0,12767.0,93514.0,206378.0,46944.0,10678.0,31826.0,17713.0,32968.0,17079.0,898526.0
20-Jährige,132123.0,148087.0,34573.0,17884.0,8183.0,19817.0,70528.0,12225.0,92147.0,207106.0,46032.0,10657.0,31433.0,17174.0,32359.0,16541.0,896869.0
21-Jährige,131615.0,147771.0,35980.0,16121.0,8275.0,20133.0,69739.0,11233.0,90312.0,204816.0,45030.0,10405.0,29904.0,16266.0,30672.0,15599.0,883871.0
22-Jährige,133933.0,151033.0,38186.0,14936.0,8613.0,21745.0,71538.0,10617.0,90921.0,210415.0,46450.0,10821.0,29345.0,15921.0,31073.0,14780.0,900327.0
23-Jährige,138551.0,159326.0,41158.0,14642.0,9067.0,23052.0,73754.0,10973.0,93144.0,218803.0,48235.0,11337.0,30517.0,16190.0,31779.0,15329.0,935857.0
24-Jährige,140213.0,162488.0,44693.0,15444.0,9378.0,24549.0,75132.0,12007.0,92875.0,221863.0,49218.0,11728.0,32156.0,17152.0,31774.0,16437.0,957107.0
25-Jährige,144029.0,167153.0,49319.0,17541.0,9879.0,26522.0,77818.0,13473.0,94249.0,227295.0,50246.0,12057.0,37140.0,18843.0,32278.0,18289.0,996131.0
26-Jährige,151714.0,176788.0,60110.0,25697.0,10393.0,29699.0,82742.0,19707.0,98350.0,236071.0,51783.0,12369.0,52326.0,26603.0,33945.0,25716.0,1094013.0
27-Jährige,148238.0,172779.0,63057.0,27272.0,10354.0,29977.0,82060.0,20404.0,95737.0,229235.0,50381.0,12087.0,53921.0,27060.0,32845.0,26099.0,1081506.0
28-Jährige,151305.0,176986.0,65527.0,28493.0,10619.0,31576.0,83125.0,21256.0,97849.0,233661.0,51418.0,12307.0,55292.0,28092.0,33667.0,27718.0,1108891.0
29-Jährige,145566.0,172455.0,65209.0,29310.0,10113.0,31006.0,81006.0,21564.0,95633.0,228094.0,49698.0,12146.0,56058.0,27801.0,32782.0,27774.0,1086215.0
30-Jährige,144600.0,171634.0,64003.0,28756.0,9858.0,30617.0,79776.0,20769.0,93622.0,224361.0,48917.0,12047.0,53641.0,26829.0,31784.0,26989.0,1068203.0
31-Jährige,139603.0,165004.0,62584.0,29545.0,9363.0,29735.0,76993.0,20610.0,90319.0,215985.0,47077.0,11384.0,53935.0,26660.0,30944.0,26587.0,1036328.0
32-Jährige,139044.0,165112.0,60635.0,29307.0,9066.0,29642.0,78011.0,20068.0,89134.0,214701.0,47026.0,11224.0,52751.0,26642.0,30885.0,26639.0,1029887.0
33-Jährige,138090.0,166200.0,59617.0,29666.0,9310.0,29286.0,77540.0,20204.0,90152.0,215223.0,47248.0,11414.0,53001.0,26854.0,31544.0,26832.0,1032181.0
34-Jährige,141548.0,170597.0,59579.0,30352.0,9395.0,29393.0,80039.0,20506.0,92060.0,220468.0,48624.0,11608.0,53578.0,26493.0,32805.0,27431.0,1054476.0
35-Jährige,140704.0,170084.0,58081.0,30372.0,8747.0,29267.0,79725.0,19786.0,92381.0,218399.0,48654.0,11501.0,51880.0,26319.0,32939.0,26624.0,1045463.0
36-Jährige,141269.0,169064.0,56810.0,31548.0,8770.0,28945.0,80375.0,20286.0,93064.0,219825.0,48084.0,11515.0,52934.0,26898.0,33693.0,27370.0,1050450.0
37-Jährige,133164.0,161849.0,52759.0,30487.0,8282.0,26890.0,77412.0,19700.0,89055.0,208096.0,46201.0,10886.0,50955.0,25670.0,32128.0,26130.0,999664.0
38-Jährige,130064.0,159266.0,50173.0,30739.0,8000.0,26054.0,76405.0,19620.0,88907.0,205964.0,45628.0,10589.0,51010.0,25634.0,32267.0,25270.0,985590.0
39-Jährige,129512.0,158615.0,48619.0,29795.0,8000.0,25503.0,75611.0,18978.0,88403.0,206439.0,45224.0,10707.0,49668.0,24668.0,32278.0,24851.0,976871.0
40-Jährige,129611.0,156790.0,46334.0,27304.0,8056.0,25175.0,75767.0,16604.0,88908.0,207118.0,44692.0,10316.0,44338.0,22051.0,32454.0,22359.0,957877.0
41-Jährige,127431.0,154059.0,44087.0,26110.0,7877.0,23803.0,73753.0,15725.0,87106.0,202220.0,44324.0,10048.0,42315.0,21098.0,31810.0,21357.0,933123.0
